,index,gene,filename,thr,angle,assym,tag
35,81,ndr2,ndr2_st.15_202204080_20220411_embryo2_1_expression,48,-4,0.2536861634605996,ndr2_st.15_202204080_20220411_embryo2
36,232,ndr2,ndr2_st.15_202204080_20220411_embryo3_2_expression,55,-3,0.32598975693033083,ndr2_st.15_202204080_20220411_embryo3
37,146,ndr2,ndr2_st.15_202204080_20220411_embryo4_1_expression,42,1,0.27895836962201703,ndr2_st.15_202204080_20220411_embryo4
38,210,ndr2,ndr2_st.15_202204080_20220411_embryo5_2_expression,68,-5,0.3002865329512894,ndr2_st.15_202204080_20220411_embryo5
39,201,ndr2,ndr2_st.15_202204080_20220411_embryo6_1_expression,67,-4,0.3516048184978575,ndr2_st.15_202204080_20220411_embryo6
40,199,ndr2,ndr2_st.15_202204080_20220411_embryo7_2_expression,74,4,0.3392872778215568,ndr2_st.15_202204080_20220411_embryo7
41,109,ndr2,ndr2_st.15_202204080_20220411_embryo8_1_expression,70,4,0.390411493714375,ndr2_st.15_202204080_20220411_embryo8
42,29,ndr2,ndr2_st.15_202204080_20220411_embryo9_1_expression,22,4,0.316805025802109,ndr2_st.15_202204080_20220411_embryo9
43,149,szl,szl_st.15_20220427_20220427_embryo1_1_expression,69,4,0.596181137917688,szl_st.15_20220427_20220427_embryo1
44,70,szl,szl_st.15_20220427_20220427_embryo12_3_expression,72,-5,0.2882011605415861,szl_st.15_20220427_20220427_embryo12
45,163,szl,szl_st.15_20220427_20220427_embryo14_4_expression,139,-2,0.6635247698377904,szl_st.15_20220427_20220427_embryo14
46,0,szl,szl_st.15_20220427_20220427_embryo15_3_expression,100,-5,0.946148219008497,szl_st.15_20220427_20220427_embryo15
47,190,szl,szl_st.15_20220427_20220427_embryo16_2_expression,79,-5,0.35220180305131765,szl_st.15_20220427_20220427_embryo16
48,146,szl,szl_st.15_20220427_20220427_embryo18_2_expression,84,1,0.3843532779065013,szl_st.15_20220427_20220427_embryo18
49,9,szl,szl_st.15_20220427_20220427_embryo19_4_expression,54,4,0.5449194547707559,szl_st.15_20220427_20220427_embryo19
50,146,szl,szl_st.15_20220427_20220427_embryo2_2_expression,104,1,0.467779364512674,szl_st.15_20220427_20220427_embryo2
51,139,szl,szl_st.15_20220427_20220427_embryo21_2_expression,103,4,0.5771298750473306,szl_st.15_20220427_20220427_embryo21
52,40,szl,szl_st.15_20220427_20220427_embryo3_2_expression,54,-5,0.5168683731391239,szl_st.15_20220427_20220427_embryo3
53,49,szl,szl_st.15_20220427_20220427_embryo6_1_expression,99,4,0.8061557593657702,szl_st.15_20220427_20220427_embryo6
54,0,szl,szl_st.15_20220427_20220427_embryo7_1_expression,95,-5,1.0,szl_st.15_20220427_20220427_embryo7
55,29,szl,szl_st.15_20220427_20220427_embryo8_1_expression,53,4,0.6993878208570508,szl_st.15_20220427_20220427_embryo8
56,129,szl,szl_st.15_20220503_20220506_embryo1_2_expression,107,4,0.29158157476741553,szl_st.15_20220503_20220506_embryo1
57,89,szl,szl_st.15_20220503_20220506_embryo10_2_expression,103,4,0.5886812181414194,szl_st.15_20220503_20220506_embryo10
58,95,szl,szl_st.15_20220503_20220506_embryo12_3_expression,94,0,0.05094894600462218,szl_st.15_20220503_20220506_embryo12
59,7,szl,szl_st.15_20220503_20220506_embryo17_3_expression,110,2,0.208526863084922,szl_st.15_20220503_20220506_embryo17
60,80,szl,szl_st.15_20220503_20220506_embryo5_1_expression,108,-5,0.7141167466777987,szl_st.15_20220503_20220506_embryo5
61,8,szl,szl_st.15_20220503_20220506_embryo9_1_expression,60,3,0.8895856052344602,szl_st.15_20220503_20220506_embryo9
